ID,comment,Bears Ears?,Sentiment,URL
DOI-2017-0002-2648,"Please leave our Giant Sequoia Monument alone! The giant sequoia (Sequoiadendron giganteum) is the world's largest tree. It grows naturally only in a narrow 60-mile band of mixed conifer forest on the western slopes of the Sierra Nevada mountain range in California. This should be protected and free from mining, drilling, chopping down our trees. This Monument is for ALL Americans to enjoy NOT for a corporation to exploit.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-2648
DOI-2017-0002-37737,"Dear Secretary Ryan Zinke,Bears Ears National Monument is ecologically rich and culturally valuable. Rescinding or changing it hurts one of our nations most incredible landscapes. Our public lands are vital to our national legacy, which belongs not only to us, but also to all future Americans. These are the wild places we lovewhere we run, hike, camp, ski, fish, climb and spend important time with our friends and families. Theyre economically beneficial to our local communities, and to our nation as a whole.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-37737
DOI-2017-0002-51792,"Dear Secretary Ryan Zinke,If we do not take care of our national treasures and monuments, we too will perish along with them. Have a heart for humanity and make the decision that does not rid people of their right to experience the simple and complex wisdom of nature. Without nature, there is nothing and it is our job to protect our unique privilege of coexisting with it.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-51792
DOI-2017-0002-71208,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Karen Matulina Saint Augustine, FL 32080",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-71208
DOI-2017-0002-24439,"I respectfully submit these comments as a member of the Society for American Archaeology in support of the __Bears Ears________________ National Monument. The Antiquities Act itself is the result of advocacy by the public and archaeologists concerned about the preservation of the cultural heritage contained in our federal lands. It is for the continued protection of cultural resources--specifically those located within the ___Bears Ears_________ Monument--that I am writing. The _____Bears Ears___________ Monument, which is subject to the review procedure outlined in the Executive Order (E.O.) signed by President Trump on April 26th, contains many known archaeological sites. There are likely even more as-yet unknown sites as portions of the land have never been surveyed to locate archaeological resources. In addition to playing active roles in the cultural lives of many people today, the historic and scientific value of these places and the objects they contain cannot be overstated. They are physical ties to the past, and hold irreplaceable information about the peoples who came before us, how they lived, and how they adapted--or not--to the ever-changing natural and social environments surrounding them. If these sites are looted or destroyed, those connections, and that data, are lost forever.Some are questioning the size of recent monument designations, given that the Antiquities Act states that monument boundaries should be limited to the smallest area compatible with effective management of the assets to be protected. As far as cultural resource protection is concerned, it is important to note that the science of archaeology has evolved greatly since the time the Act was signed. We've come to recognize that archaeological sites are best interpreted as part of the landscapes that surround them. It is only from this perspective that we can gain the clearest understanding of the lives of our forebears. I understand that preserving every acre of federal land from development is clearly neither possible nor even desirable. Setting aside lands containing the most sensitive cultural values, however, is vital to the continued growth of our knowledge of the past, without which the nation's future will be greatly diminished. It is possible to achieve both outcomes. Designation of land as a monument does not have to completely preclude economic development within its boundaries. Some activities compatible with resource preservation could take place, while still giving archaeological sites a higher level of protection than is afforded on lands outside monuments. I urge you to keep these realities in mind as the Department's review of ___Bears Ears_________National Monument continues.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-24439
DOI-2017-0002-27487,"Dear Secretary Zinke,I want to express my deep concerns with the current review regarding the extent of ""certain National Monuments"" per Executive Order 13792 issued by President Trump on April 26, 2017. To be clear, I do not support this review and would argue that if any changes are to be proposed to the existing boundaries of the current National Monuments under review, they should be expanded, not reduced.The premise for this review was partly based upon the falsehood that sufficient public input was not garnered prior the designation of each National Monument. The process for designating a National Monument is anything but expeditious, taking into account input from the public both near and far to each monument and all levels of government, from local to State-wide offices. The idea that none of these monuments were designated without sufficient input is laughable at best and hints at ulterior motives behind this review. Each of these public lands presents a valuable treasure to be safeguarded in trust by the Department of Interior. And their value does not lie with what is found beneath the soils or sediments but in what each of these areas represents. Each of these monuments highlights one of the greatest and original American ideas--that land on this Earth can be preserved for all to share and enjoy, both current and future generations. Furthermore, as you recently highlighted, National Monuments are the foundation that makes the thriving outdoor recreation industry possible. An industry that generates ""$887 billion in consumer spending every year and supports more jobs (7.6 million) than oil, natural gas and mining combined"". If preserving these lands for the use of the public is not a sufficient reason to safeguard the existing boundaries of each National Monument, then consider the overall economic benefit each Monument provides.I sincerely hope that the voices of each and every individual are considered during your review. Please do what is right and end this absurd review with no alterations to the currently designated National Monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-27487
DOI-2017-0002-8645,The National Monuments are such an integral part of who we are as America. Protecting the natural wonders of our country is referred to as America's Best Idea for a reason. There is so little of this world that remains protected and undeveloped and it's important to preserve these monuments for that reason. We need to protect these areas so that future generations can learn from them. Once these areas are developed on we can never go back. I beg and pray that the our government continues to protect these areas and do the right thing. I want to be able to take my kids and grandkids to these incredible places someday and show them how incredible America really is. Please do not take that away from us.,No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-8645
DOI-2017-0002-7185,"All parks, monuments, and nature preserves should remain as untouched as possible. Private entities ahould not be able to profit off of public goods.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-7185
DOI-2017-0002-7026,"Dear Secretary Ryan Zinke,As an avid outdoor enthusiast and appreciator, as well as a citizen CO-OWNER of our country's public lands, I am appalled that protections for some of our country's most valuable landscapes could be rolled back through this current National Monument review process. The only objective the current president and his administration can have for doing so is personal gain through use of these lands for their own commercial purposes. Once again, demonstrating that this administration is not one for protecting the citizens and lands of this country, but for increasing profitability of a very few super-rich in his inner circle. For more than a hundred years, Presidents of both parties have used the Antiquities Act--a tool signed into law by Theodore Roosevelt--to enact far-sighted protections for our common American inheritance. To roll back these protections would be an unprecedented attack on environmental values and principles to make natural beauty accessible to all citizens, held dear for generations.National Monuments are designated after years of public engagement and stakeholder outreach. The idea that a fifteen-day comment period would be a meaningful supplement--or means to supplant--the years of engagement that have led to the designation of National Monuments like Bears Ears is preposterous and another indication of the self-serving nature of this executive order.I fully support the designation of Bears Ears National Monument and the others currently under review, and will do everything in my power to ensure that this administration is not successful in destroying everything that our citizens value. Sincerely,Nives Stanfelj Kirkland, WA 98033",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-7026
DOI-2017-0002-0530,"I strongly strongly urge you to preserve the integrity of our national monuments. These lands are vital to wildlife conservation, including game species, and to protecting the ecosystem services we depend on such as water quality, soil health, biodiversity, pollination and more. We must preserve more land for conservation rather than open lands up to deleveopment in order to protect the future of humanity and the environment. I personally love visiting national parks, monuments and historic areas and I would be devastated to lose these areas. Thank you for your consideration.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-0530
DOI-2017-0002-24455,"Dear Secretary Ryan Zinke,Please do not shrink the size or number of the national monuments.Sincerely,Alan Jung Greenfield, IN 46140",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-24455
DOI-2017-0002-31470,"Dear Secretary Ryan Zinke, Protected public lands are a part of our national heritage, so let's keep the federal government out of Utah. Utahans can take care of Bears Ears better than the bureaucrats in Washington.",Yes,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-31470
DOI-2017-0002-12252,"Dear Secretary Zinke,I, like a large number of my fellow citizens and co-owners of our national parks, fully support all of our existing national monuments, and oppose the repeal of any national monument protections (in fact, according to an NBC News/SurveyMonkey poll conducted in February 2017, 47 percent of respondents said more U.S. land should be protected by national parks, while 40 percent said the amount currently protected was about right. Only 9 percent said less land should be protected). I strongly urge you to not to allow this 'review' to open the door to a roll-back of the Antiquities Act, or to scrap existing national monuments which have been long-fought achievements of previous presidents, through the support of constituents and conservationists. As you are a native of Montana and have previously described yourself as a 'Teddy Roosevelt' of conservation, I do not need to explain to you the importance of national parks as a source of recreational activities such as hunting, fishing, hiking and mountain biking (to name a few) all which contribute to local livelihoods and regional economies, but also as the provider of key environmental services.I do not believe, given your track record, you wish to be the Secretary of the Interior which goes down as the first in history books to scrap a national monument under the (questionable, to say the least) direction of President Trump. I kindly request that you continue to listen to constituents and park co-owners, and stand by your willingness to 'buck party leadership ... to defend our land'.Thank you for your time and consideration.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-12252
DOI-2017-0002-56834,"The lands that are now national monuments are precious lands to all the citizens of the United States. They are exceptionally valuable for future generations of citizens. Many of these monuments deserve to be national parks, and to even consider opening them up is poor judgement. There are many, many acres for industry to destroy elsewhere in the west.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-56834
DOI-2017-0002-34938,"Dear Secretary Ryan Zinke,I have spent my entire life in close proximity to the Nicolet-Chequamegon National Forest in northern Wisconsin. My family and I have made use of these lands for hunting, fishing, hiking, boating, and many other outdoor activities. We depend on the National Forest as a source of food, an outdoor playground, and a destination for friends and visitors. The communities of northern Wisconsin depend on the economic income from a vibrant, healthy, and accessible natural forest which draws millions of visitors from across the upper Midwest each year. Weakening of protections for national public lands would open the door to development, exploitation, and the loss of a vital natural and economic resource for struggling communities. Please, maintain our national public lands and strengthen their protection so that our children can have the same experiences and connection to our lands that we have enjoyed. Sincerely,John Rothe Milwaukee, WI 53207",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-34938
DOI-2017-0002-48343,"As an outdoor enthusiast who loves our public lands, I support the designation of Bears Ears National Monument and ask that its boundaries remain unchanged.For more than 100 years, Presidents of both parties have used the Antiquities Act-a tool signed into law by Theodore Roosevelt-to enact far-sighted protections for our common American inheritance. Bears Ears is exactly the kind of place the Antiquities Act intended to protect. It is rich in cultural history which inspired a historic coalition of tribes to band together to push for its designation. In addition to protecting over 100,000 archaeological sites, the designation preserves world-class recreation opportunities in places like Cedar Mesa, Grand Gulch, and Indian Creek. The process that led to the designation of Bears Ears National Monument was thorough and transparent. For more than 80 years, decision makers from all sides presented proposals seeking permanent protection of all or part of this incredible landscape. The boundaries were informed by both the multi-year Public Lands Initiative and by a proposal from the Bears Ears Inter-Tribal Coalition. Those boundaries do not exceed the acreage necessary to preserve the rich cultural heritage, ecological values, and recreation assets. Thank you for reviewing the decades of hard work and thoughtful consideration that culminated in the designation of Bears Ears National Monument. Please recommend that President Trump leave the current Bears Ears National Monument boundaries in place.I'm also asking you to take to social media to spread the word.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-48343
DOI-2017-0002-73257,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Lisa Brown Tulsa, OK 74114",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-73257
DOI-2017-0002-35096,"Dear Secretary Ryan Zinke,.please reduce the public land holdingsSincerely,Nik Lettunich Los Gatos, CA 95030",No,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-35096
DOI-2017-0002-51179,"Dear Secretary Ryan Zinke,I firmly believe that nationally protect lands are one of our country's best ideas. Public lands have given me so much during my life and are vastly important to many Americans. To reverse previously applied protections, reduce public lands, or cut funding from land management represents a huge step backwards. Please protect public lands from private interest and from threats to their protection.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-51179
DOI-2017-0002-73989,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Chris Riesch Pawling, NY 12564",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-73989
DOI-2017-0002-59845,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Hannah Osborne Freeport, ME 04032",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-59845
DOI-2017-0002-12956,"Dear Secretary Ryan Zinke,As a mountain biker and a citizen co-owner of our country's public lands, I SUPPORT our existing national monuments. I SUPPORT high-quality recreation that's managed in lands protected from reckless development and irresponsible resource extraction. I OPPOSE the repeal of any national monument protections. This sets a bad precedent. These landscapes host high quality recreation on some of our country's most valuable landscapes. National monuments have proven to be popular attractions for tourists and locals alike, substantially contributing to local and regional economies.The San Gabriel Mountains, Fort Ord, and Berryessa Snow Mountain National Monuments in California are three critical landscapes that mountain bikers had ample voice in creating through a public process. Mountain bikers have trail plans under consideration in other national monuments including Browns Canyon in Colorado, Katahdin Woods and Waters in Maine and Cascade Siskiyou in Oregon. Likewise, cyclists enjoy riding the rural roads in Escalante Grand Staircase of Utah and Canyon of the Ancients Monuments in Colorado. These opportunities to enjoy our public lands have ALL come from being involved in a public process. Mountain bikers across the nation can visit and aspire to ride these trails in a natural protected environment. We applaud a public comment period but urge that a public process be incorporated for designating new monuments not used to roll back existing designations.Sincerely,Patrick D'Arcy Woodland Hills, CA 91364",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-12956
DOI-2017-0002-0362,"I wrote a letter to Zinke severals weeks ago and I am writing again to ask that he leaves the monuments intact as they are. While I understand my horrible representatives in the great state of Utah want to drill baby drill, I ask that you not allow this. These lands are sacred and deserved to be protected. We are much better off saving this land for generations to come rather than destroying it. Let's not be short-sighted because a couple of old white guys want to retire. When the wells run dry we will be left with a less than sacred place. Please leave the monuments stand as they do now.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-0362
DOI-2017-0002-52442,"Dear Secretary Ryan Zinke,Our public lands are vital to our national legacy. Theyre economically beneficial to our local communities, and it to our nation as a whole. Plus it's hella beautiful, dawg.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-52442
DOI-2017-0002-6654,Please consider the long-term aspects of rolling back regulations. It is extremely short-sighted to take views designed to optimize the economic utility of these lands now as opposed to ensure that all future generations will be able to experience unspoiled (by humans) lands.,No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-6654
DOI-2017-0002-58585,"I would like to advocate that you please preserve valuable national monuments such as Bear Ears. As the Evangelical Environmental Network has commented, the natural world belongs to God. Here are some Scriptures they cited:""How many are your works, Lord! In wisdom you made them all""; and ""In His hand are the depths of the earth, and the mountain peaks belong to Him""; and ""The earth is the LORD's, and the fullness thereof."" (Psalms 104:24, 95:4 and 24:1).As someone who believes we should protect our environment, I strongly ask that you please maintain these lands as national treasures.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-58585
DOI-2017-0002-11370,I recommend keeping all National Monuments and as a resident of Maine I support keeping the Katahadin Woods National Monument.,No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-11370
DOI-2017-0002-22392,"Dear Secretary Ryan Zinke,Please consider the value of the irrecoverable connection that we as human beings must sustain with the wilderness we rose from. The ecosystems those wilderness areas continue to foster provide a window into the world untouched by human contact, and thereby highlight the need to reflect seriously on our activity as a people. Preserving these areas allows generations the opportunity to connect across a shared experience that exists nowhere else.These monuments provide context... they are creative and they are beautiful.Sincerely,Colin McElroy Sacramento, CA 95864",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-22392
DOI-2017-0002-27775,"Dear Secretary Ryan Zinke,As a mountain biker and a citizen co-owner of our country's public lands, I SUPPORT our existing national monuments. I SUPPORT high-quality recreation that's managed in lands protected from reckless development and irresponsible resource extraction. I OPPOSE the repeal of any national monument protections. This sets a bad precedent. These landscapes host high quality recreation on some of our country's most valuable landscapes. National monuments have proven to be popular attractions for tourists and locals alike, substantially contributing to local and regional economies.The San Gabriel Mountains, Fort Ord, and Berryessa Snow Mountain National Monuments in California are three critical landscapes that mountain bikers had ample voice in creating through a public process. Mountain bikers have trail plans under consideration in other national monuments including Browns Canyon in Colorado, Katahdin Woods and Waters in Maine and Cascade Siskiyou in Oregon. Likewise, cyclists enjoy riding the rural roads in Escalante Grand Staircase of Utah and Canyon of the Ancients Monuments in Colorado. These opportunities to enjoy our public lands have ALL come from being involved in a public process. Mountain bikers across the nation can visit and aspire to ride these trails in a natural protected environment. We applaud a public comment period but urge that a public process be incorporated for designating new monuments not used to roll back existing designations.Sincerely,Daniel Briceno Chula Vista, CA 91910",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-27775
DOI-2017-0002-6317,"National monuments make our country great! I support the Antiques Act. Please don't reduce our monuments. That would be very irresponsible, short-sighted, and un-American.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-6317
DOI-2017-0002-54764,"Particularly I want to comment on Bears Ears, (one feels an otherworldly presence) Hanford Reach (the untamed power of what we have lost) and Giant Sequoia (it is difficult to explain just how peaceful these giants are) National Monuments. These are only a few of the special places I have visited in this beautiful country of ours, and each of these places needs to be be protected from the insults of temporary financial gain. It does seem appropriate to thank the Department of Interior for letting us reaffirm our commitments to keeping these unique and special places preserved for future generations. In the parlance of our temporary President; #preservation GOOD, changing monument status, BAD!!!",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-54764
DOI-2017-0002-17035,"Dear Secretary Ryan Zinke, Please protect Bears Ears and all of our National Monuments. These places are priceless treasures which should be preserved for future generations and for the health of the planet.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-17035
DOI-2017-0002-47858,"The Bears Ears National Monument is simply another encroachment of the federal government into areas which is not necessary, or wanted. Please rescind this designation.",Yes,Negative,https://www.regulations.gov/document?D=DOI-2017-0002-47858
DOI-2017-0002-5883,"I support the the Katahdin Woods and Waters Monuments in Maine. They are proving to be an economic boon for the area which has been depressed for many years. Maine is a beautiful state that should have it's woodlands and forests preserved.Another consideration that is being forgotten is that the original owner of the Katahdin Woods property gave that land to the government just so that the land would be preserved in it's will state. People seem to be forgetting that. Since when do a private land owners wishes not count?For whatever reason, Trump and LePage seem to be driven to destroy this Countries natural beauty. I find this disgusting and reprehensible.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-5883
DOI-2017-0002-62028,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.We must protect our national treasures. All to often pols think they have the right to sell everything, but that is not right. we must have places where peo9ple who can't afford to fly off to some island, can get to nature here in the beautiful US.Sincerely,Lynn Larkins Ruckersville, VA 22968",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-62028
DOI-2017-0002-13629,I for one believe that the federal government should consider selling some of the federally owned land in the west.. But I wholeheartedly disapprove of revoking a national monuments status as a national monument. I havent seen an example of a national monument that wasnt a very special place that should be usable by all Americans.,No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-13629
DOI-2017-0002-53838,"Dear Secretary Ryan Zinke, Bears Ear is indeed a National monument and treasure. Protecting it will ensure it can be enjoyed for countless future generations. Once destroyed it can never be rebuilt. Bears Ears National Monument should have been protected 50 years ago and deserves to be protected for all future generations. Please dont rescind or change its designation. I appreciate your concern and action in protecting this site.Than you,Tom Bland",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-53838
DOI-2017-0002-40331,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. Recently designated national monuments, such as Rio Grande del Norte in New Mexico, Berryessa Snow Mountain in California and Upper Missouri River Breaks in Montana, provide important hunting and fishing opportunities and enjoy widespread support from hunters and anglers. Our community is invested in ensuring that these important landscapes will remain under long-term protection.Please don't ruin my fishing. I will vote for the party that protects my rivers. And right now that not Trump! Disappointed!Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-40331
DOI-2017-0002-47839,"American sportsmen and women support judicious use of the Antiquities Act to permanently conserve important lands and waters, safeguard fish and wildlife habitat, and secure public hunting and fishing opportunities. Recently designated national monuments, such as Rio Grande del Norte in New Mexico, Berryessa Snow Mountain in California and Upper Missouri River Breaks in Montana, provide important hunting and fishing opportunities and enjoy widespread support from hunters and anglers. Our community is invested in ensuring that these important landscapes will remain under long-term protection.We the people, deserve the continued privilege of hunting, fishing & recreating on this and more public lands.Please stand with me and Backcountry Hunters & Anglers in defending the world-class habitat and hunting and angling found in America's national monuments.",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-47839
DOI-2017-0002-12802,Preserve our national monuments!!!,No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-12802
DOI-2017-0002-77280,"Dear Secretary Ryan Zinke,I am extremely alarmed by the ordered review of 27 of our national monuments. That is why I'm writing you today and why a month ago, I started volunteering at Coronado National Memorial in Hereford, Arizona. Public lands are an incredible part of our American heritage. I feel priviledged to have access to public lands and I take advantage of that access every chance I get. I go to the Coronado National Forest a couple times a week for hiking and trail running. I take my young daughters to public programs at Coronado National Memorial so they can learn from the rangers. I take my oldest daughter (she's 5) hiking with me and teach her about nature and our responsibilty to protect it. My dad did the same with me as I was growing up and that time I spent with him makes up some of my most meaningful memories. How could I have any of these experiences I've mentioned without public lands?Please remember that we, the American public, are at your mercy. And please, PLEASE protect our amazing and vital public lands. Sincerely,Jillian Ludden Hereford, AZ 85615",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-77280
DOI-2017-0002-73832,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Ar Callahan Lahaska, PA 18931",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-73832
DOI-2017-0002-2686,I support preserving all of our national monuments as they are with their current boundaries. I have had opportunities to visit many of our national monuments and want them to continue to be protected for future generations to enjoy. In particular I support Grand Staircase Escalante and Bears Ears for the cultural and recreational opportunities they provide. I would also support the use of the Antiquities Act to create additional national monuments.,Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-2686
DOI-2017-0002-46843,"Dear Secretary Ryan Zinke, Protected public lands are part of our national heritage. Please consider keeping Bears Ears as well as The Grand Staircase-Escalante Monument intact. We need the BLM to work with ranchers so that their livelihood's are not destroyed as well. Rather than suspending the rancher's heard. I would love to see a compromise when it comes to that and the land preserved and protected from mining and oil companies. Thank you for listening to the opinions of those who live in Utah and not just government officials.",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-46843
DOI-2017-0002-73195,"Dear Secretary Ryan Zinke,As a supporter of bird conservation and our public lands, I strongly urge you to protect all national monuments under review, and to reject any changes to these iconic landscapes. The national monuments created in the past twenty years have protected vital bird habitat, helped safeguard our heritage, and benefited communities across the country. Reversing any of these designations would be a tragic mistake with harmful consequences for all that depend on our magnificent public lands. From the buttes of Bears Ears that support birds like the Golden Eagle, to the underwater canyons of the Northeast Canyons and Seamounts National Monument that support a critical ecosystem for Atlantic Puffins, to the rocky peaks of the Organ Mountains-Desert Peaks National Monument, the shrub-steppe habitat of Hanford Reach National Monument in Washington, and out to the pristine Pacific waters of the Papahanaumokuakea National Monument, all of these lands and waters are indispensable to birds and other wildlife.These monuments are a legacy of Teddy Roosevelt. He and all fifteen subsequent presidents--of both parties--have recognized the need and value of protecting these public lands with the Antiquities Act. I urge you to uphold Roosevelt's legacy and maintain these monuments for current and future generations.Sincerely,Donald Schwartz Baltimore, MD 21209",Yes,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-73195
DOI-2017-0002-53771,"Dear Secretary of the Interior, National Monument resignation is not a flippant nor an easy designation to procure. Please preform noble actions. Thank you for your service,- John F. Porter IV",No,Positive,https://www.regulations.gov/document?D=DOI-2017-0002-53771
